2^529-1,69775,47,
2^530-1,28818,3,
2^531-1,36265,7,
2^532-1,28580,43,
2^533-1,1257911,8191,
2^534-1,28929,21,
2^535-1,52855,961,
2^536-1,28701,3,
2^537-1,47056,7,
2^538-1,37572,3,
2^539-1,95877,23,
2^540-1,20046,65,
2^542-1,28097,3,
2^543-1,49059,7,
2^544-1,28636,3,
2^545-1,86876,31,
2^546-1,29108,49,
2^547-1,1377623,5471,
2^548-1,29494,3,
2^549-1,19340,7,
2^550-1,38695,3,
2^551-1,168411,1103,
2^552-1,29533,39,
2^553-1,170998,127,
2^554-1,29085,3,
2^555-1,19742,49,
2^556-1,10200,5,
2^557-1,1973021,3343,
2^558-1,39161,147,
2^559-1,208762,431,
2^560-1,20661,5,
2^561-1,20103,7,
2^562-1,29013,3,
2^564-1,10843,169,
2^565-1,41260,31,
2^566-1,20348,3,
2^567-1,38470,7,
2^568-1,10302,17,
2^569-1,14443030,15854617,
2^570-1,31034,147,
2^571-1,881980,5711,
2^572-1,30264,3,
2^573-1,56176,7,
2^574-1,30380,129,
2^575-1,74115,31,
2^576-1,20742,221,
2^577-1,464157,3463,
2^578-1,30932,3,
2^579-1,38855,7,
2^580-1,21047,5,
2^581-1,67741,127,
2^582-1,30566,21,
2^583-1,76540,89,
2^584-1,40355,3,
2^585-1,20885,7,
2^586-1,30650,3,
2^587-1,11619165,2926783,
2^588-1,21718,39,
2^589-1,5904792,524287,
2^590-1,41307,3,
2^591-1,67312,7,
2^592-1,21494,17,
2^593-1,1481675,104369,
2^594-1,31329,67,
2^595-1,20813,31,
2^596-1,19754,25,
2^597-1,20998,49,
2^598-1,21118,3,
2^600-1,20811,39,
2^601-1,119380,3607,
2^602-1,31443,3,
2^603-1,39666,7,
2^604-1,31189,3,
2^605-1,68287,23,
2^606-1,41072,3,
2^608-1,31188,3,
2^609-1,43982,7,
2^610-1,21875,3,
2^611-1,150282,2351,
2^612-1,21793,5,
2^614-1,22414,3,
2^615-1,42880,7,
2^616-1,11412,89,
2^617-1,1592736,59233,
2^618-1,32372,21,
2^619-1,1897312,110183,
2^620-1,22183,5,
2^621-1,22501,7,
2^622-1,41883,3,
2^623-1,101207,127,
2^624-1,21806,5,
2^625-1,62989,961,
2^626-1,32138,3,
2^627-1,40941,7,
2^628-1,21860,5,
2^629-1,141749,223,
2^630-1,32179,129,
2^632-1,12627,5,
2^633-1,39641,7,
2^634-1,22922,3,
2^635-1,85269,31,
2^636-1,22246,3,
2^637-1,115189,911,
2^638-1,22355,3,
2^639-1,53759,7,
2^640-1,22494,3,
2^641-1,1832223,35897,
2^642-1,23293,21,
2^643-1,37497606,3189281,
2^644-1,13409,5,
2^645-1,23142,7,
2^646-1,23280,3,
2^648-1,12838,25,
2^649-1,98411,23,
2^650-1,53097,3,
2^651-1,33117,7,
2^652-1,32422,3,
2^653-1,217117830,78557207,
2^654-1,35582,7,
2^655-1,75448,31,
2^656-1,32880,3,
2^657-1,64346,7,
2^658-1,33297,3,
2^659-1,505660,1319,
2^660-1,33216,91,
2^661-1,348501390,1330270433,
2^662-1,36417,3,
2^663-1,33889,7,
2^664-1,23311,3,
2^665-1,107576,31,
2^666-1,44730,2793,
2^667-1,139280,47,
2^668-1,44265,3,
2^669-1,23883,7,
2^670-1,42635,3,
2^671-1,45901,529,
2^672-1,12450,5,
2^673-1,347512801,581163767,
2^674-1,36932,3,
2^675-1,34199,217,
2^676-1,24050,3,
2^678-1,24773,21,
2^679-1,229353,127,
2^680-1,47510,3,
2^681-1,35573,7,
2^682-1,43648,3,
2^683-1,520269,1367,
2^684-1,23300,5,
2^685-1,68179,31,
2^686-1,34098,3,
2^687-1,55459,7,
2^688-1,12457,85,
2^689-1,1171620,8191,
2^690-1,24958,139,
2^692-1,24793,3,
2^693-1,45610,1393,
2^694-1,34712,3,
2^695-1,24461,31,
2^696-1,12893,17,
2^697-1,3221896,16729,
2^698-1,35151,3,
2^699-1,33616,7,
2^700-1,23058,25,
2^701-1,4099373,796337,
2^702-1,35616,3,
2^703-1,161134,223,
2^704-1,35209,3,
2^705-1,59147,31,
2^706-1,35717,3,
2^707-1,169262,127,
2^708-1,25859,91,
2^709-1,276656453,216868921,
2^710-1,38495,93,
2^711-1,26292,49,
2^712-1,26395,3,
2^713-1,160572,47,
2^714-1,48001,21,
2^715-1,89968,31,
2^716-1,23483,5,
2^717-1,70149,7,
2^718-1,35687,3,
2^719-1,409044,1439,
2^720-1,35673,54093,
2^721-1,190058,127,
2^722-1,26793,3,
2^723-1,64369,7,
2^724-1,26406,3,
2^725-1,88883,31,
2^726-1,26619,3,
2^728-1,14390,5,
2^729-1,47892,7,
2^730-1,36224,93,
2^731-1,131481,431,
2^732-1,35686,21,
2^734-1,26974,3,
2^735-1,37998,7,
2^736-1,27590,3,
2^737-1,101180,23,
2^738-1,37150,21,
2^740-1,14814,25,
2^741-1,48223,7,
2^742-1,36731,3,
2^743-1,329518,1487,
2^744-1,37118,21,
2^745-1,121752,31,
2^746-1,37045,3,
2^747-1,35591,49,
2^748-1,24301,397,
2^749-1,86324,127,
2^750-1,23669,601,
2^752-1,27183,3,
2^753-1,48896,7,
2^754-1,27723,3,
2^755-1,55075,31,
2^756-1,24338,29,
2^757-1,85917997,9815263,
2^758-1,38432,3,
2^759-1,27096,7,
2^760-1,24863,697,
2^761-1,1254994,4567,
2^762-1,38197,21,
2^763-1,215122,127,
2^764-1,25121,25,
2^765-1,27313,7,
2^766-1,50650,3,
2^767-1,1935203,8191,
2^768-1,24899,85,
2^770-1,28003,3,
2^771-1,39260,7,
2^772-1,38174,3,
2^773-1,87904031,9461521,
2^774-1,38996,3,
2^775-1,127629,31,
2^776-1,24857,17,
2^777-1,75873,7,
2^778-1,51704,3,
2^779-1,222620,1559,
2^780-1,38270,7,
2^781-1,139737,23,
2^782-1,37972,3,
2^783-1,75902,7,
2^784-1,38090,3,
2^785-1,127944,31,
2^786-1,39140,7,
2^788-1,28643,3,
2^789-1,40576,49,
2^790-1,28757,3,
2^791-1,149544,127,
2^792-1,25259,13,
2^793-1,1730364,8191,
2^794-1,48720,3,
2^795-1,51225,31,
2^796-1,39146,3,
2^798-1,29005,21,
2^799-1,1239556,2351,
2^800-1,73154,3,
2^801-1,17122,73,
2^802-1,29500,3,
2^803-1,76480,23,
2^804-1,39827,3,
2^805-1,119361,47,
2^806-1,53169,3,
2^807-1,43330,7,
2^808-1,14866,25,
2^810-1,29501,21,
2^811-1,14383171,326023,
2^812-1,61006,3,
2^813-1,38650,7,
2^814-1,53735,669,
2^815-1,116823,31,
2^816-1,25601,5,
2^817-1,474180,431,
2^818-1,40030,3,
2^819-1,38545,889,
2^820-1,54121,3,
2^821-1,389854186,419273207,
2^822-1,42822,7,
2^824-1,29862,3,
2^825-1,104511,7,
2^826-1,50383,3,
2^827-1,5427114,66161,
2^828-1,26390,5,
2^829-1,9886640,72953,
2^830-1,45808,3,
2^831-1,73637,7,
2^832-1,45015,3,
2^833-1,207378,127,
2^834-1,30710,3,
2^835-1,103587,31,
2^836-1,16040,5,
2^837-1,74383,7,
2^838-1,30536,3,
2^839-1,2825668,26849,
2^840-1,39750,3,
2^841-1,287247,1103,
2^842-1,53836,3,
2^843-1,40678,7,
2^844-1,15649,25,
2^845-1,138491,31,
2^846-1,40571,57,
2^847-1,95619,23,
2^848-1,26381,5,
2^849-1,53633,7,
2^850-1,41087,3,
2^851-1,118747,47,
2^852-1,15837,5,
2^854-1,31837,3,
2^855-1,58128,7,
2^856-1,36159,85,
2^857-1,1731072,6857,
2^858-1,49035,7,
2^859-1,62946507,7215601,
2^860-1,27346,25,
2^861-1,69440,127,
2^862-1,26351,3449,
2^863-1,38097493,8258911,
2^864-1,17364,13,
2^865-1,148543,31,
2^866-1,42075,3,
2^867-1,31666,7,
2^868-1,16286,5,
2^869-1,89844,23,
2^870-1,53010,21,
2^871-1,1988335,8191,
2^872-1,17242,5,
2^873-1,96507,7,
2^874-1,41993,3,
2^875-1,85751,31,
2^876-1,41883,21,
2^877-1,12167387,35081,
2^878-1,67531,3,
2^879-1,96518,7,
2^880-1,67249,3,
2^881-1,6786367,26431,
2^882-1,28045,73,
2^883-1,1203636,8831,
2^884-1,42399,3,
2^885-1,93127,7,
2^886-1,45316,3,
2^887-1,95513811,16173559,
2^888-1,28246,5,
2^889-1,284263,127,
2^890-1,42257,3,
2^891-1,47474,7,
2^892-1,72918,3,
2^893-1,881182,2351,
2^894-1,53503,21,
2^895-1,158680,31,
2^896-1,43223,3,
2^897-1,50420,49,
2^898-1,33222,3,
2^899-1,363186,2089,
2^900-1,17299,37,
2^901-1,3278606,6361,
2^902-1,44035,3,
2^903-1,42383,7,
2^904-1,43461,3,
2^905-1,32738,31,
2^906-1,43315,7,
2^907-1,38270242,1170031,
2^908-1,28526,5,
2^909-1,89242,7,
2^910-1,52702,3,
2^911-1,1046956,1823,
2^912-1,27635,5,
2^913-1,73415,23,
2^914-1,43981,3,
2^915-1,42573,7,
2^916-1,27491,5,
2^917-1,105707,127,
2^918-1,43705,4161,
2^920-1,18042,5,
2^921-1,44651,7,
2^922-1,61613,3,
2^923-1,1970844,1847,
2^924-1,28126,25,
2^925-1,43336,31,
2^926-1,44067,3,
2^927-1,43036,7,
2^928-1,27827,5,
2^929-1,3920574,13007,
2^930-1,45248,151,
2^931-1,233987,127,
2^932-1,44720,3,
2^933-1,59986,7,
2^934-1,61274,3,
2^935-1,116460,89,
2^936-1,17862,13,
2^937-1,3305179,28111,
2^938-1,44366,3,
2^939-1,60053,7,
2^940-1,44849,3,
2^941-1,4009928,7529,
2^942-1,45084,7,
2^943-1,140113,47,
2^944-1,45421,3,
2^945-1,54503,7,
2^946-1,43675,3,
2^948-1,18989,5,
2^949-1,598831,439,
2^950-1,71379,3,
2^951-1,45206,7,
2^952-1,54369,3,
2^953-1,9887982,343081,
2^954-1,55934,1533,
2^955-1,158175,31,
2^956-1,28627,5,
2^957-1,60477,49,
2^958-1,44983,3,
2^959-1,54605,127,
2^960-1,18636,697,
2^962-1,36286,3,
2^963-1,63817,7,
2^964-1,19316,5,
2^965-1,170867,31,
2^966-1,45898,381,
2^967-1,2147659,23209,
2^968-1,19041,5,
2^969-1,61359,49,
2^970-1,46515,31,
2^972-1,19522,65,
2^973-1,334828,127,
2^974-1,73708,3,
2^975-1,46756,7,
2^976-1,73256,3,
2^977-1,5679602,867577,
2^978-1,47496,3,
2^979-1,133333,23,
2^980-1,73384,3,
2^981-1,75280,7,
2^982-1,55626,3,
2^984-1,36576,21,
2^985-1,133027,31,
2^986-1,47015,3,
2^987-1,82499,7,
2^988-1,46831,3,
2^989-1,216289,47,
2^990-1,46672,3,
2^992-1,37121,3,
2^993-1,123796,7,
2^994-1,94518,3,
2^995-1,109113,31,
2^996-1,73255,21,
2^998-1,54197,3,
2^999-1,59001,7,
2^1000-1,38586,3,
2^1001-1,136467,529,
2^1002-1,48288,7,
2^1003-1,7024129,131071,
2^1004-1,38210,3,
2^1005-1,53078,7,
2^1006-1,47799,3,
2^1007-1,4060344,6361,
2^1008-1,32129,325,
2^1009-1,44778966,3454817,
2^1010-1,50900,3,
2^1011-1,114259,7,
2^1012-1,48958,3,
2^1013-1,2614511,6079,
2^1014-1,50086,147,
2^1015-1,58807,31,
2^1016-1,77819,3,
2^1017-1,49730,7,
2^1018-1,39282,3,
2^1019-1,661709,2039,
2^1020-1,30735,13,
2^1021-1,8901361,40841,
2^1022-1,49891,3,
2^1023-1,58044,7,
